time,open,high,low,close,Volume,Histogram,MACD,Signal line
2025-09-19T22:30:00+08:00,146.23,147.08,142.01,142.74,182892,0.5668526295794725,3.3276474760777717,2.760794846498299
2025-09-19T23:30:00+08:00,142.67,142.74,139.54,141.11,153736,0.35245668019906606,3.201365696747132,2.848909016548066
2025-09-20T00:30:00+08:00,141.16,142.38,140.55,141.96,56474,0.22787314563409833,3.133750448590689,2.9058773029565907
2025-09-20T01:30:00+08:00,141.95,142.55,141.2,142.03,48909,0.11581602069556363,3.050647328826045,2.9348313081304815
2025-09-20T02:30:00+08:00,141.96,143,141.91,142.91,76085,0.0689127658428692,3.020972265434068,2.952059499591199
2025-09-20T03:30:00+08:00,142.94,145,142.41,144.14,158070,0.08748455684631296,3.06141519564909,2.973930638802777
2025-09-22T21:30:00+08:00,139.53,139.79,134.57,137.55,307593,-0.3531322518983586,2.532515323929829,2.8856475758281874
2025-09-22T22:30:00+08:00,137.55,137.98,135.64,136.59,132087,-0.6983634106777119,2.0126933124810478,2.7110567231587597
2025-09-22T23:30:00+08:00,136.65,138.22,136.4,137.18,63268,-0.8652020137805359,1.6295542059330899,2.4947562197136257
2025-09-23T00:30:00+08:00,137.17,139.2,136.62,138.4,76844,-0.8693045651541551,1.4081255132709316,2.2774300784250867
2025-09-23T01:30:00+08:00,138.52,140.3,138.33,140.15,45441,-0.7353875667334271,1.3581956200083027,2.09358318674173
2025-09-23T02:30:00+08:00,140.15,140.7,138.26,138.61,70636,-0.7302667556710882,1.1807497421528694,1.9110164978239577
2025-09-23T03:30:00+08:00,138.61,138.61,136.97,137.59,94118,-0.7712917301866749,0.946901835090614,1.7181935652772888
2025-09-23T21:30:00+08:00,138.585,141.6,136.19,136.68,208982,-0.830311519266115,0.6803041661946452,1.5106156854607602
2025-09-23T22:30:00+08:00,136.66,136.93,134.28,135.36,144878,-0.921788988885655,0.35837944935369137,1.2801684382393463
2025-09-23T23:30:00+08:00,135.23,135.58,134.1,134.82,65055,-0.9769361823989609,0.05899821024064522,1.035934392639606
2025-09-24T00:30:00+08:00,134.8,134.92,133.08,133.19,63590,-1.0737559740605795,-0.30626057493611825,0.7674953991244612
2025-09-24T01:30:00+08:00,133.1,133.22,131.1,132.67,84303,-1.1183349755421812,-0.6304233203032652,0.4879116552389159
2025-09-24T02:30:00+08:00,132.56,132.76,131.41,131.84,75022,-1.1450681210485512,-0.9434234960717731,0.20164462497677804
2025-09-24T03:30:00+08:00,131.91,132.14,130.7,130.97,83244,-1.1591572987808592,-1.247301998499296,-0.08814469971843675
2025-09-24T21:30:00+08:00,134.61,135.62,131.61,132,265494,-1.0406873892778357,-1.3890039363157314,-0.34831654703789566
2025-09-24T22:30:00+08:00,132,134.19,130.08,133.7,141987,-0.8002126285829609,-1.348582332766597,-0.548369704183636
2025-09-24T23:30:00+08:00,133.74,135.15,132.25,135.01,97058,-0.5189387175511051,-1.1970431011225173,-0.6781043835714122
2025-09-25T00:30:00+08:00,135.08,135.51,133.03,134.85,59461,-0.31946673220244004,-1.0774377988244623,-0.7579710666220223
2025-09-25T01:30:00+08:00,134.89,136.31,133.54,133.84,68310,-0.23524014513002156,-1.0520212480345492,-0.8167811029045277
2025-09-25T02:30:00+08:00,133.87,134.77,132.79,133.08,58874,-0.21117186206557836,-1.0807459304865006,-0.8695740684209222
2025-09-25T03:30:00+08:00,133,133.19,131.45,131.59,102865,-0.27217692886008116,-1.2097952294960237,-0.9376183006359425
2025-09-25T21:30:00+08:00,128.5,129.13,124.3,128.47,223009,-0.4867087825402372,-1.546004278811239,-1.0592954962710017
2025-09-25T22:30:00+08:00,128.5,129.94,127.87,128.05,88403,-0.612805137591002,-1.825301918259754,-1.212496780668752
2025-09-25T23:30:00+08:00,128.05,130.23,128,129.09,76057,-0.5822911600450129,-1.9403607307250184,-1.3580695706800054
2025-09-26T00:30:00+08:00,129.08,129.61,126.7,127.06,51966,-0.6498095217796926,-2.1703314729046213,-1.5205219511249286
2025-09-26T01:30:00+08:00,127.13,127.3,124.45,126.38,127294,-0.6875983369856313,-2.380019872356968,-1.6924215353713365
2025-09-26T02:30:00+08:00,126.48,126.87,125.81,126.15,41385,-0.6744871718334378,-2.5355305001631336,-1.8610433283296959
2025-09-26T03:30:00+08:00,126.14,126.21,124.67,124.67,66761,-0.7083949811044623,-2.7465370547102737,-2.0381420736058113
2025-09-26T21:30:00+08:00,125.01,127.17,122.84,123.66,119827,-0.738386991793266,-2.961125813347394,-2.222738821554128
2025-09-26T22:30:00+08:00,123.66,125.16,123.21,124.78,87093,-0.6267378677863258,-3.0061611562870354,-2.3794232885007096
2025-09-26T23:30:00+08:00,124.81,126.23,124.78,126.07,70179,-0.4198861909430156,-2.9042810271794792,-2.4843948362364636
2025-09-27T00:30:00+08:00,125.99,127.84,125.55,127.79,45783,-0.13580830406315103,-2.6541552163154023,-2.5183469122522513
2025-09-27T01:30:00+08:00,127.71,128.33,126.83,128.01,36323,0.08636468177030254,-2.410391060039373,-2.4967557418096757
2025-09-27T02:30:00+08:00,128.07,128.44,126.96,127.01,36149,0.18003580744716352,-2.2717109825007213,-2.451746789947885
2025-09-27T03:30:00+08:00,127.07,127.61,126.65,127.15,52350,0.26059586020986236,-2.126001964685557,-2.386597824895419
2025-09-29T21:30:00+08:00,129.57,137.4,128.55,136.6,389684,0.9222635548526013,-1.2337683813296678,-2.156031936182269
2025-09-29T22:30:00+08:00,136.5,137.8,134.9,136.01,203381,1.2706411776671267,-0.5677304640983607,-1.8383716417654874
2025-09-29T23:30:00+08:00,136,137.23,135.22,135.76,105702,1.4231940796721774,-0.059379042175265795,-1.4825731218474432
2025-09-30T00:30:00+08:00,135.82,136.98,134.64,135.19,60006,1.4213453656125172,0.29410858516820326,-1.127236780444314
2025-09-30T01:30:00+08:00,135.18,135.94,134.29,134.53,58027,1.3138344991652677,0.5150563435122706,-0.798778155652997
